user_id,recency,frequency,monetary,cluster
157731,13.0,40,382,3
157732,30.0,4,27,2
157733,3.0,29,136,0
157734,8.0,26,138,0
157735,30.0,4,50,2
157736,0.0,6,14,0
157737,30.0,22,116,2
157738,13.0,14,128,0
157739,17.0,10,150,0
157740,5.0,51,569,3
157741,30.0,7,72,2
157742,17.0,26,225,3
157743,1.0,22,59,0
157744,7.0,22,145,0
157745,30.0,10,93,2
157746,8.0,17,209,0
157747,14.0,15,235,0
157748,14.0,16,69,0
157749,27.0,8,56,2
157750,14.0,5,86,0
157751,21.0,32,438,3
157752,30.0,5,36,2
157753,21.0,11,73,2
157754,11.0,22,168,0
157755,26.0,16,86,2
157756,2.0,12,27,0
157757,7.0,56,494,3
157758,17.0,4,13,0
157759,30.0,9,16,2
157760,14.0,4,32,0
157761,6.0,52,1013,1
157762,7.0,12,166,0
157763,30.0,5,51,2
157764,9.0,18,94,0
157765,5.0,14,124,0
157766,23.0,17,145,2
157767,15.0,7,77,0
157768,30.0,6,61,2
157769,30.0,5,17,2
157770,7.0,23,139,0
157771,30.0,6,19,2
157772,4.0,14,133,0
157773,30.0,6,39,2
157774,21.0,18,35,2
157775,29.0,12,131,2
157776,5.0,8,101,0
157777,30.0,4,21,2
157778,0.0,6,14,0
157779,7.0,32,321,3
157780,16.0,16,88,0
157781,7.0,52,602,1
157782,25.0,19,205,2
157783,7.0,22,368,3
157784,6.0,7,95,0
157785,9.0,5,17,0
157786,30.0,4,25,2
157787,6.0,41,336,3
157788,30.0,9,91,2
157789,30.0,9,48,2
157790,28.0,24,55,2
157791,16.0,15,141,0
157792,18.0,23,273,3
157793,7.0,17,55,0
157794,2.0,6,58,0
157795,18.0,8,49,0
157796,29.0,11,55,2
157797,30.0,11,45,2
157798,7.0,52,183,3
157799,30.0,5,33,2
157800,10.0,34,104,3
157801,28.0,4,54,2
157802,17.0,40,329,3
157803,13.0,4,60,0
157804,30.0,9,45,2
157805,7.0,32,267,3
157806,23.0,4,43,2
157807,15.0,11,89,0
157808,30.0,8,86,2
157809,8.0,23,184,0
157810,6.0,20,169,0
157811,30.0,11,41,2
157812,30.0,24,151,2
157813,30.0,12,81,2
157814,8.0,20,111,0
157815,1.0,66,1490,1
157816,0.0,22,236,0
157817,6.0,21,235,0
157818,21.0,12,30,2
157819,4.0,9,29,0
157820,15.0,20,45,0
157821,29.0,6,61,2
157822,30.0,7,162,2
157823,14.0,15,200,0
157824,19.0,37,205,3
157825,13.0,12,53,0
157826,14.0,23,289,3
157827,4.0,41,396,3
157828,8.0,10,15,0
157829,7.0,7,41,0
157830,3.0,54,803,1
157831,13.0,10,43,0
157832,10.0,29,122,0
157833,30.0,5,57,2
157834,16.0,5,22,0
157835,30.0,13,210,2
157836,7.0,18,52,0
157837,15.0,6,31,0
157838,30.0,5,38,2
157839,2.0,47,534,3
157840,7.0,5,52,0
157841,6.0,47,274,3
157842,0.0,5,50,0
157843,21.0,18,63,2
157844,30.0,11,55,2
157845,15.0,8,73,0
157846,28.0,4,8,2
157847,6.0,38,617,3
157848,30.0,4,16,2
157849,9.0,4,35,0
157850,22.0,16,66,2
157851,30.0,16,258,2
157852,30.0,10,344,2
157853,4.0,51,954,1
157854,7.0,7,94,0
157855,30.0,19,286,2
157856,30.0,6,51,2
157857,2.0,15,111,0
157858,14.0,8,83,0
157859,30.0,20,133,2
157860,21.0,7,124,2
157861,4.0,16,118,0
157862,30.0,10,179,2
157863,30.0,8,119,2
157864,4.0,4,29,0
157865,19.0,20,84,2
157866,21.0,5,34,2
157867,29.0,6,17,2
157868,6.0,29,754,3
157869,16.0,25,433,3
157870,12.0,12,118,0
157871,30.0,10,94,2
157872,30.0,19,212,2
157873,11.0,7,55,0
157874,30.0,37,685,3
157875,1.0,7,49,0
157876,22.0,16,137,2
157877,17.0,17,185,0
157878,8.0,43,359,3
157879,30.0,5,15,2
157880,30.0,7,60,2
157881,25.0,11,48,2
157882,10.0,6,36,0
157883,13.0,4,30,0
157884,14.0,6,72,0
157885,28.0,27,239,2
157886,12.0,11,114,0
157887,7.0,5,51,0
157888,8.0,6,18,0
157889,14.0,5,58,0
157890,30.0,10,31,2
157891,8.0,21,240,0
157892,30.0,7,21,2
157893,18.0,14,110,0
157894,30.0,4,34,2
157895,2.0,13,133,0
157896,15.0,5,34,0
157897,4.0,15,95,0
157898,22.0,6,54,2
157899,19.0,4,52,2
157900,3.0,7,84,0
157901,13.0,22,136,0
157902,15.0,7,68,0
157903,10.0,8,39,0
157904,30.0,11,57,2
157905,9.0,9,145,0
157906,12.0,37,368,3
157907,6.0,44,461,3
157908,9.0,17,131,0
157909,30.0,4,35,2
157910,13.0,8,51,0
157911,17.0,6,47,0
157912,13.0,21,73,0
157913,5.0,26,269,3
157914,17.0,12,103,0
157915,12.0,30,190,3
157916,22.0,4,17,2
157917,25.0,21,254,2
157918,11.0,4,78,0
157919,4.0,5,27,0
157920,6.0,6,9,0
157921,30.0,25,74,2
157922,18.0,19,34,0
157923,6.0,23,200,0
157924,7.0,47,333,3
157925,30.0,5,16,2
157926,28.0,24,215,2
157927,30.0,13,41,2
157928,30.0,7,22,2
157929,5.0,5,18,0
157930,17.0,7,7,0
157931,30.0,8,98,2
157932,30.0,84,655,1
157933,3.0,29,192,3
157934,30.0,24,374,2
157935,30.0,5,71,2
157936,30.0,8,20,2
157937,19.0,8,157,2
157938,30.0,4,37,2
157939,13.0,4,20,0
157940,13.0,4,7,0
157941,24.0,13,68,2
157942,23.0,5,59,2
157943,6.0,7,89,0
157944,30.0,11,53,2
157945,13.0,5,31,0
157946,22.0,7,35,2
157947,30.0,5,43,2
157948,30.0,11,188,2
157949,4.0,4,63,0
157950,30.0,10,41,2
157951,30.0,6,54,2
157952,30.0,5,54,2
157953,30.0,9,96,2
157954,12.0,17,97,0
157955,10.0,38,814,1
157956,23.0,10,59,2
157957,30.0,4,47,2
157958,10.0,25,124,0
157959,4.0,34,164,3
157960,30.0,19,214,2
157961,5.0,31,164,3
157962,8.0,5,63,0
157963,14.0,9,57,0
157964,4.0,4,12,0
157965,23.0,4,31,2
157966,30.0,4,27,2
157967,30.0,8,89,2
157968,21.0,13,89,2
157969,5.0,17,197,0
157970,10.0,15,166,0
157971,3.0,18,187,0
157972,9.0,6,27,0
157973,5.0,10,91,0
157974,30.0,11,169,2
157975,28.0,20,156,2
157976,30.0,15,42,2
157977,4.0,42,528,3
157978,30.0,9,87,2
157979,18.0,24,58,0
157980,8.0,16,206,0
157981,18.0,27,309,3
157982,1.0,10,100,0
157983,22.0,27,287,3
157984,5.0,10,78,0
157985,30.0,6,42,2
157986,30.0,6,89,2
157987,30.0,10,46,2
157988,17.0,10,163,0
157989,30.0,4,20,2
157990,30.0,19,89,2
157991,30.0,14,307,2
157992,9.0,20,250,0
157993,30.0,17,101,2
157994,10.0,26,41,0
157995,30.0,13,109,2
157996,8.0,5,13,0
157997,12.0,28,299,3
157998,30.0,8,47,2
157999,12.0,6,35,0
158000,28.0,11,83,2
158001,2.0,78,941,1
158002,13.0,26,191,3
158003,30.0,14,43,2
158004,30.0,5,27,2
158005,30.0,10,181,2
158006,5.0,31,352,3
158007,7.0,16,122,0
158008,4.0,8,75,0
158009,6.0,14,91,0
158010,30.0,9,14,2
158011,10.0,25,301,3
158012,30.0,8,120,2
158013,6.0,16,388,3
158014,30.0,9,133,2
158015,30.0,35,213,2
158016,8.0,18,134,0
158017,30.0,4,17,2
158018,15.0,45,490,3
158019,26.0,5,83,2
158020,7.0,4,12,0
158021,11.0,5,18,0
158022,8.0,23,389,3
158023,11.0,5,115,0
158024,24.0,18,30,2
158025,30.0,22,168,2
158026,9.0,5,44,0
158027,8.0,9,29,0
158028,8.0,53,371,3
158029,1.0,10,48,0
158030,14.0,22,89,0
158031,15.0,9,66,0
158032,30.0,9,22,2
158033,23.0,6,11,2
158034,17.0,5,24,0
158035,14.0,9,47,0
158036,22.0,10,79,2
158037,9.0,14,168,0
158038,4.0,11,108,0
158039,5.0,16,126,0
158040,30.0,4,23,2
158041,30.0,9,36,2
158042,30.0,11,40,2
158043,6.0,40,617,3
158044,5.0,9,80,0
158045,18.0,7,61,0
158046,19.0,8,77,2
158047,7.0,33,184,3
158048,16.0,50,405,3
158049,30.0,7,50,2
158050,30.0,8,69,2
158051,3.0,75,991,1
158052,30.0,8,89,2
158053,28.0,27,397,3
158054,30.0,4,61,2
158055,9.0,4,42,0
158056,7.0,9,134,0
158057,8.0,8,63,0
158058,2.0,96,1072,1
158059,30.0,4,9,2
158060,8.0,18,92,0
158061,21.0,19,53,2
158062,8.0,11,162,0
158063,14.0,37,438,3
158064,20.0,26,366,3
158065,30.0,5,19,2
158066,3.0,6,60,0
158067,19.0,8,61,2
158068,11.0,21,146,0
158069,30.0,6,32,2
158070,14.0,33,518,3
158071,8.0,12,73,0
158072,9.0,21,118,0
158073,30.0,5,26,2
158074,5.0,15,162,0
158075,30.0,7,45,2
158076,16.0,29,215,3
158077,13.0,53,504,3
158078,30.0,10,153,2
158079,10.0,48,407,3
158080,4.0,20,188,0
158081,8.0,21,181,0
158082,8.0,53,266,3
158083,19.0,7,89,2
158084,30.0,10,19,2
158085,30.0,7,41,2
158086,30.0,6,40,2
158087,3.0,5,55,0
158088,30.0,4,14,2
158089,30.0,5,34,2
158090,12.0,11,109,0
158091,1.0,46,899,1
158092,30.0,4,71,2
158093,8.0,31,385,3
158094,28.0,8,33,2
158095,29.0,23,43,2
158096,29.0,9,86,2
158097,2.0,13,151,0
158098,1.0,17,82,0
158099,30.0,22,195,2
158100,30.0,4,10,2
158101,14.0,8,150,0
158102,10.0,78,1672,1
158103,6.0,45,101,3
158104,27.0,5,39,2
158105,30.0,5,9,2
158106,2.0,44,764,1
158107,2.0,18,187,0
158108,30.0,8,62,2
158109,30.0,14,190,2
158110,30.0,13,179,2
158111,20.0,29,99,2
158112,7.0,22,175,0
158113,4.0,59,1188,1
158114,10.0,14,144,0
158115,30.0,9,51,2
158116,20.0,15,325,2
158117,20.0,12,182,2
158118,7.0,24,186,0
158119,30.0,8,101,2
158120,30.0,5,52,2
158121,10.0,5,60,0
158122,30.0,8,77,2
158123,7.0,32,173,3
158124,29.0,6,92,2
158125,14.0,36,150,3
158126,30.0,8,61,2
158127,6.0,6,19,0
158128,30.0,9,84,2
158129,30.0,5,35,2
158130,9.0,65,1149,1
158131,6.0,15,26,0
158132,7.0,59,129,3
158133,30.0,10,121,2
158134,30.0,6,68,2
158135,13.0,19,215,0
158136,8.0,10,100,0
158137,30.0,8,68,2
158138,30.0,9,147,2
158139,16.0,14,43,0
158140,30.0,8,72,2
158141,30.0,19,219,2
158142,7.0,36,350,3
158143,11.0,14,38,0
158144,16.0,32,744,3
158145,30.0,6,104,2
158146,13.0,14,84,0
158147,30.0,16,161,2
158148,9.0,39,421,3
158149,20.0,13,80,2
158150,10.0,6,17,0
158151,23.0,4,40,2
158152,3.0,17,125,0
158153,30.0,9,82,2
158154,13.0,9,49,0
158155,30.0,14,116,2
158156,8.0,8,83,0
158157,30.0,4,76,2
158158,25.0,4,22,2
158159,30.0,20,261,2
158160,3.0,4,36,0
158161,25.0,4,3,2
158162,17.0,10,93,0
158163,24.0,4,25,2
158164,3.0,68,254,3
158165,3.0,4,33,0
158166,1.0,56,986,1
158167,14.0,29,206,3
158168,7.0,33,248,3
158169,13.0,22,59,0
158170,14.0,8,108,0
158171,30.0,6,34,2
158172,7.0,5,31,0
158173,11.0,40,234,3
158174,12.0,30,300,3
158175,8.0,4,33,0
158176,21.0,11,102,2
158177,30.0,12,88,2
158178,6.0,8,61,0
158179,28.0,40,230,3
158180,30.0,8,21,2
158181,11.0,23,215,0
158182,13.0,9,153,0
158183,4.0,5,33,0
158184,26.0,7,95,2
158185,25.0,18,44,2
158186,30.0,12,33,2
158187,30.0,11,103,2
158188,22.0,17,101,2
158189,7.0,8,65,0
158190,3.0,36,348,3
158191,6.0,9,20,0
158192,8.0,24,213,3
158193,30.0,4,16,2
158194,30.0,6,26,2
158195,13.0,8,49,0
158196,30.0,4,31,2
158197,12.0,12,102,0
158198,12.0,50,760,1
158199,20.0,4,35,2
158200,10.0,5,21,0
158201,0.0,13,41,0
158202,3.0,31,155,3
158203,28.0,5,105,2
158204,14.0,20,85,0
158205,30.0,38,446,3
158206,18.0,4,37,0
158207,11.0,7,23,0
158208,1.0,25,45,0
158209,30.0,4,21,2
158210,7.0,6,57,0
158211,21.0,36,320,3
158212,6.0,15,200,0
158213,3.0,56,700,1
158214,25.0,4,12,2
158215,30.0,18,111,2
158216,2.0,8,20,0
158217,18.0,8,28,0
158218,14.0,14,109,0
158219,30.0,5,7,2
158220,7.0,29,221,3
158221,25.0,8,13,2
158222,24.0,4,15,2
158223,21.0,5,80,2
158224,30.0,4,10,2
158225,7.0,34,188,3
158226,3.0,37,353,3
158227,8.0,7,118,0
158228,30.0,4,21,2
158229,4.0,4,48,0
158230,19.0,4,16,2
158231,5.0,11,139,0
158232,30.0,5,64,2
158233,13.0,13,191,0
158234,26.0,7,73,2
158235,12.0,4,21,0
158236,25.0,6,52,2
158237,30.0,4,14,2
158238,7.0,20,473,3
158239,30.0,5,27,2
158240,30.0,4,14,2
158241,4.0,40,239,3
158242,23.0,5,43,2
158243,30.0,8,17,2
158244,9.0,13,115,0
158245,30.0,11,29,2
158246,30.0,4,22,2
158247,7.0,37,241,3
158248,8.0,17,147,0
158249,30.0,6,21,2
158250,30.0,5,34,2
158251,30.0,4,38,2
158252,3.0,4,6,0
158253,30.0,4,34,2
158254,30.0,6,8,2
158255,8.0,21,98,0
158256,14.0,9,187,0
158257,7.0,76,580,1
158258,21.0,9,50,2
158259,7.0,5,57,0
158260,30.0,5,34,2
158261,30.0,15,38,2
158262,3.0,100,389,1
158263,6.0,34,471,3
158264,5.0,40,148,3
158265,9.0,8,32,0
158266,30.0,4,6,2
158267,4.0,13,108,0
158268,30.0,22,153,2
158269,10.0,5,46,0
158270,15.0,15,190,0
158271,7.0,25,172,0
158272,3.0,4,44,0
158273,27.0,6,29,2
158274,30.0,7,24,2
158275,28.0,10,82,2
158276,8.0,6,32,0
158277,25.0,10,92,2
158278,7.0,30,262,3
158279,8.0,4,63,0
158280,23.0,14,34,2
158281,7.0,36,136,3
158282,9.0,9,166,0
158283,30.0,9,131,2
158284,30.0,23,229,2
158285,30.0,8,39,2
158286,24.0,5,36,2
158287,30.0,4,51,2
158288,30.0,8,37,2
158289,30.0,6,21,2
158290,14.0,5,76,0
158291,12.0,20,140,0
158292,25.0,19,126,2
158293,30.0,25,271,2
158294,9.0,32,131,3
158295,5.0,27,534,3
158296,10.0,13,123,0
158297,10.0,11,194,0
158298,30.0,7,40,2
158299,30.0,4,63,2
158300,21.0,32,252,3
158301,30.0,36,251,2
158302,0.0,32,312,3
158303,1.0,9,30,0
158304,24.0,12,134,2
158305,30.0,8,75,2
158306,5.0,23,331,3
158307,12.0,37,645,3
158308,30.0,13,51,2
158309,0.0,5,43,0
158310,28.0,13,68,2
158311,30.0,22,108,2
158312,5.0,23,316,3
158313,7.0,22,208,0
158314,5.0,6,20,0
158315,30.0,38,307,3
158316,30.0,7,36,2
158317,14.0,13,27,0
158318,11.0,6,58,0
158319,21.0,24,340,3
158320,5.0,20,331,3
158321,14.0,5,28,0
158322,25.0,4,32,2
158323,26.0,24,73,2
158324,9.0,17,244,0
158325,24.0,8,144,2
158326,12.0,5,56,0
158327,5.0,67,875,1
158328,27.0,8,89,2
158329,23.0,6,78,2
158330,7.0,32,240,3
158331,23.0,13,121,2
158332,7.0,11,104,0
158333,28.0,18,316,2
158334,30.0,8,57,2
158335,7.0,36,859,1
158336,6.0,9,25,0
158337,30.0,6,22,2
158338,0.0,22,28,0
158339,30.0,4,7,2
158340,30.0,4,34,2
158341,8.0,41,342,3
158342,15.0,10,121,0
158343,17.0,4,34,0
158344,30.0,9,121,2
158345,29.0,6,67,2
158346,26.0,5,31,2
158347,30.0,8,110,2
158348,6.0,26,132,0
158349,3.0,21,221,0
158350,5.0,50,691,1
158351,10.0,37,503,3
158352,3.0,5,34,0
158353,5.0,45,779,1
158354,29.0,8,72,2
158355,1.0,15,141,0
158356,30.0,12,19,2
158357,4.0,21,227,0
158358,10.0,6,98,0
158359,9.0,14,144,0
158360,16.0,4,26,0
158361,5.0,45,296,3
158362,15.0,18,148,0
158363,2.0,19,94,0
158364,11.0,8,98,0
158365,19.0,16,101,2
158366,24.0,5,40,2
158367,30.0,30,56,2
158368,8.0,18,402,3
158369,7.0,19,142,0
158370,6.0,9,53,0
158371,7.0,10,107,0
158372,5.0,7,88,0
158373,30.0,6,74,2
158374,30.0,15,83,2
158375,13.0,11,42,0
158376,10.0,36,414,3
158377,22.0,19,302,2
158378,2.0,10,58,0
158379,4.0,27,154,0
158380,6.0,11,99,0
158381,30.0,24,178,2
158382,12.0,35,354,3
158383,7.0,12,131,0
158384,7.0,15,193,0
158385,30.0,4,83,2
158386,13.0,13,66,0
158387,30.0,5,23,2
158388,16.0,5,9,0
158389,30.0,8,106,2
158390,30.0,8,25,2
158391,30.0,6,29,2
158392,17.0,4,69,0
158393,30.0,5,68,2
158394,20.0,8,105,2
158395,29.0,17,121,2
158396,12.0,4,7,0
158397,7.0,27,129,0
158398,4.0,5,9,0
158399,5.0,15,107,0
158400,30.0,18,291,2
158401,23.0,4,22,2
158402,14.0,39,463,3
158403,11.0,43,757,1
158404,19.0,15,156,2
158405,24.0,7,131,2
158406,30.0,4,8,2
158407,9.0,6,134,0
158408,14.0,4,27,0
158409,2.0,44,698,1
158410,25.0,6,24,2
158411,30.0,12,107,2
158412,2.0,59,736,1
158413,9.0,10,35,0
158414,8.0,9,101,0
158415,17.0,71,484,1
158416,30.0,10,79,2
158417,30.0,4,4,2
158418,6.0,4,14,0
158419,7.0,4,14,0
158420,28.0,5,44,2
158421,21.0,23,55,2
158422,30.0,9,141,2
158423,2.0,12,91,0
158424,7.0,35,557,3
158425,5.0,40,372,3
158426,30.0,4,8,2
158427,30.0,5,25,2
158428,19.0,7,150,2
158429,30.0,6,25,2
158430,14.0,16,160,0
158431,2.0,23,90,0
158432,12.0,15,132,0
158433,1.0,18,55,0
158434,8.0,12,95,0
158435,5.0,38,65,3
158436,16.0,10,113,0
158437,30.0,12,94,2
158438,30.0,12,146,2
158439,30.0,10,79,2
158440,4.0,89,640,1
158441,5.0,27,378,3
158442,30.0,4,54,2
158443,1.0,5,75,0
158444,30.0,4,5,2
158445,3.0,57,655,1
158446,30.0,9,189,2
158447,30.0,6,40,2
158448,9.0,39,622,3
158449,30.0,16,211,2
158450,2.0,8,51,0
158451,28.0,13,68,2
158452,30.0,21,179,2
158453,28.0,8,59,2
158454,8.0,6,72,0
158455,7.0,7,51,0
158456,8.0,25,187,0
158457,7.0,4,31,0
158458,30.0,4,3,2
158459,30.0,13,42,2
158460,29.0,5,10,2
158461,13.0,10,55,0
158462,6.0,6,29,0
158463,7.0,17,184,0
158464,13.0,5,93,0
158465,16.0,5,18,0
158466,6.0,6,99,0
158467,14.0,14,168,0
158468,10.0,5,43,0
158469,30.0,7,52,2
158470,1.0,13,37,0
158471,30.0,10,26,2
158472,11.0,7,62,0
158473,7.0,55,739,1
158474,15.0,5,30,0
158475,9.0,5,59,0
158476,30.0,17,161,2
158477,20.0,6,37,2
158478,30.0,5,8,2
158479,5.0,4,27,0
158480,0.0,8,24,0
158481,8.0,76,1036,1
158482,1.0,87,1218,1
158483,2.0,76,384,1
158484,30.0,14,62,2
158485,8.0,7,70,0
158486,12.0,22,171,0
158487,1.0,13,140,0
158488,3.0,5,20,0
158489,13.0,9,42,0
158490,28.0,12,27,2
158491,7.0,5,39,0
158492,16.0,15,202,0
158493,30.0,9,65,2
158494,17.0,31,288,3
158495,30.0,8,169,2
158496,10.0,21,211,0
158497,7.0,31,162,3
158498,4.0,10,141,0
158499,2.0,16,186,0
158500,1.0,9,138,0
158501,30.0,4,23,2
158502,10.0,6,108,0
158503,1.0,9,48,0
158504,25.0,5,50,2
158505,7.0,7,62,0
158506,5.0,5,96,0
158507,30.0,4,19,2
158508,7.0,32,161,3
158509,30.0,19,144,2
158510,5.0,10,124,0
158511,12.0,6,24,0
158512,30.0,6,94,2
158513,6.0,48,228,3
158514,8.0,5,20,0
158515,30.0,64,379,3
158516,30.0,46,419,3
158517,22.0,19,84,2
158518,30.0,6,47,2
158519,27.0,10,24,2
158520,12.0,19,243,0
158521,19.0,7,32,2
158522,30.0,12,116,2
158523,30.0,6,10,2
158524,24.0,16,149,2
158525,7.0,8,50,0
158526,8.0,21,431,3
158527,30.0,5,58,2
158528,5.0,32,303,3
158529,8.0,11,221,0
158530,30.0,4,36,2
158531,26.0,16,168,2
158532,7.0,6,42,0
158533,26.0,41,287,3
158534,16.0,10,100,0
158535,8.0,23,228,3
158536,13.0,14,181,0
158537,17.0,6,31,0
158538,30.0,16,111,2
158539,30.0,12,49,2
158540,30.0,7,53,2
158541,27.0,11,110,2
158542,14.0,31,472,3
158543,10.0,42,535,3
158544,28.0,6,77,2
158545,27.0,6,49,2
158546,30.0,13,120,2
158547,19.0,24,278,3
158548,9.0,24,419,3
158549,4.0,91,1167,1
158550,5.0,7,64,0
158551,16.0,7,59,0
158552,7.0,42,749,1
158553,7.0,28,204,3
158554,30.0,9,123,2
158555,6.0,9,73,0
158556,4.0,9,33,0
158557,21.0,5,32,2
158558,5.0,24,139,0
158559,30.0,5,34,2
158560,16.0,10,83,0
158561,8.0,50,448,3
158562,8.0,41,504,3
158563,0.0,5,28,0
158564,30.0,6,67,2
158565,21.0,18,248,2
158566,21.0,14,159,2
158567,30.0,6,24,2
158568,15.0,12,200,0
158569,4.0,24,616,3
158570,7.0,22,159,0
158571,5.0,41,286,3
158572,11.0,19,250,0
158573,30.0,22,431,2
158574,3.0,4,20,0
158575,30.0,5,44,2
158576,4.0,7,30,0
158577,6.0,43,531,3
158578,30.0,15,107,2
158579,4.0,32,142,3
158580,25.0,6,53,2
158581,17.0,11,41,0
158582,5.0,69,645,1
158583,6.0,20,307,3
158584,2.0,21,314,3
158585,28.0,7,18,2
158586,9.0,23,220,0
158587,9.0,23,232,3
158588,30.0,8,48,2
158589,30.0,11,56,2
158590,11.0,10,20,0
158591,9.0,36,120,3
158592,12.0,9,75,0
158593,30.0,9,88,2
158594,7.0,53,340,3
158595,30.0,5,15,2
158596,29.0,4,4,2
158597,26.0,8,55,2
158598,27.0,16,119,2
158599,9.0,7,72,0
158600,30.0,13,93,2
158601,13.0,9,38,0
158602,30.0,10,102,2
158603,1.0,48,523,3
158604,4.0,47,969,1
158605,30.0,9,45,2
158606,30.0,13,86,2
158607,8.0,6,21,0
158608,7.0,14,89,0
158609,7.0,5,50,0
158610,4.0,32,276,3
158611,30.0,4,13,2
158612,20.0,17,178,2
158613,29.0,6,8,2
158614,30.0,19,150,2
158615,30.0,5,9,2
158616,30.0,5,17,2
158617,26.0,12,104,2
158618,12.0,43,402,3
158619,8.0,7,154,0
158620,13.0,44,469,3
158621,8.0,13,13,0
158622,30.0,19,38,2
158623,4.0,8,74,0
158624,9.0,7,24,0
158625,8.0,4,9,0
158626,9.0,34,169,3
158627,2.0,12,64,0
158628,9.0,8,130,0
158629,2.0,39,399,3
158630,30.0,8,33,2
158631,30.0,12,73,2
158632,5.0,39,541,3
158633,12.0,19,78,0
158634,30.0,23,274,2
158635,1.0,43,615,3
158636,7.0,28,574,3
158637,8.0,22,273,3
158638,30.0,7,60,2
158639,2.0,51,277,3
158640,8.0,4,38,0
158641,14.0,41,379,3
158642,30.0,5,17,2
158643,9.0,31,558,3
158644,0.0,20,132,0
158645,30.0,12,17,2
158646,4.0,4,17,0
158647,30.0,11,45,2
158648,9.0,28,473,3
158649,0.0,9,45,0
158650,30.0,15,195,2
158651,4.0,94,1440,1
158652,30.0,15,90,2
158653,30.0,5,59,2
158654,5.0,50,205,3
158655,11.0,14,230,0
158656,8.0,83,576,1
158657,17.0,18,246,0
158658,30.0,13,114,2
158659,30.0,4,25,2
158660,14.0,5,33,0
158661,6.0,19,201,0
158662,23.0,4,70,2
158663,7.0,30,472,3
158664,1.0,7,26,0
158665,14.0,20,241,0
158666,30.0,14,220,2
158667,27.0,9,105,2
158668,30.0,19,149,2
158669,19.0,86,443,1
158670,30.0,6,51,2
158671,28.0,4,24,2
158672,3.0,37,293,3
158673,18.0,7,54,0
158674,4.0,34,160,3
158675,10.0,30,146,3
158676,6.0,13,228,0
158677,13.0,13,103,0
158678,30.0,7,62,2
158679,1.0,5,41,0
158680,30.0,7,80,2
158681,30.0,4,46,2
158682,14.0,15,123,0
158683,20.0,14,68,2
158684,30.0,28,169,2
158685,8.0,4,20,0
158686,10.0,9,126,0
158687,30.0,8,81,2
158688,3.0,14,13,0
158689,13.0,36,147,3
158690,6.0,38,281,3
158691,15.0,4,51,0
158692,19.0,4,42,2
158693,23.0,4,26,2
158694,0.0,4,8,0
158695,30.0,5,37,2
158696,15.0,4,21,0
158697,4.0,100,617,1
158698,30.0,7,46,2
158699,30.0,10,100,2
158700,13.0,16,150,0
158701,9.0,7,48,0
158702,23.0,29,293,3
158703,5.0,34,283,3
158704,30.0,7,47,2
158705,30.0,4,22,2
158706,28.0,5,9,2
158707,21.0,33,298,3
158708,30.0,7,65,2
158709,1.0,96,1148,1
158710,30.0,10,149,2
158711,13.0,6,31,0
158712,30.0,5,32,2
158713,8.0,41,528,3
158714,30.0,4,21,2
158715,15.0,5,29,0
158716,3.0,5,55,0
158717,15.0,8,120,0
158718,30.0,12,183,2
158719,30.0,6,19,2
158720,22.0,6,18,2
158721,21.0,8,28,2
158722,22.0,72,477,1
158723,30.0,6,36,2
158724,11.0,14,33,0
158725,6.0,6,66,0
158726,25.0,5,14,2
158727,5.0,44,351,3
158728,19.0,17,108,2
158729,10.0,21,176,0
158730,7.0,7,30,0
158731,30.0,5,44,2
158732,4.0,14,28,0
158733,9.0,10,115,0
158734,21.0,28,90,2
158735,30.0,7,13,2
158736,21.0,4,3,2
158737,30.0,5,50,2
158738,30.0,10,63,2
158739,7.0,20,279,3
158740,30.0,11,84,2
158741,0.0,94,823,1
158742,30.0,7,102,2
158743,30.0,12,153,2
158744,30.0,4,6,2
158745,28.0,8,43,2
158746,1.0,8,108,0
158747,3.0,8,52,0
158748,8.0,41,399,3
158749,4.0,23,143,0
158750,15.0,7,33,0
158751,30.0,9,53,2
158752,5.0,23,48,0
158753,6.0,6,41,0
158754,30.0,25,139,2
158755,6.0,20,94,0
158756,16.0,5,28,0
158757,15.0,5,47,0
158758,30.0,4,49,2
158759,13.0,29,279,3
158760,27.0,24,166,2
158761,6.0,5,34,0
158762,11.0,14,221,0
158763,14.0,6,22,0
158764,2.0,87,561,1
158765,30.0,6,40,2
158766,30.0,5,57,2
158767,29.0,11,149,2
158768,30.0,6,42,2
158769,30.0,22,166,2
158770,4.0,5,47,0
158771,8.0,33,407,3
158772,23.0,16,234,2
158773,30.0,16,319,2
158774,30.0,5,16,2
158775,14.0,10,53,0
158776,30.0,5,48,2
158777,7.0,4,36,0
158778,11.0,5,44,0
158779,30.0,8,29,2
158780,7.0,45,68,3
158781,30.0,6,63,2
158782,27.0,6,53,2
158783,30.0,12,123,2
158784,4.0,12,92,0
158785,30.0,4,19,2
158786,13.0,5,75,0
158787,12.0,5,36,0
158788,14.0,5,37,0
158789,7.0,54,674,1
158790,7.0,17,199,0
158791,21.0,29,303,3
158792,8.0,8,49,0
158793,30.0,5,36,2
158794,6.0,22,444,3
158795,6.0,15,255,0
158796,0.0,45,119,3
158797,30.0,6,61,2
158798,30.0,11,105,2
158799,16.0,29,122,0
158800,30.0,6,53,2
158801,30.0,22,452,2
158802,30.0,6,21,2
158803,30.0,21,218,2
158804,29.0,12,34,2
